id_pelanggan,gender,status_member,level_loyalitas,kota,kategori_produk,usia,lama_member_bln,jumlah_transaksi,total_klik,rata_rating,total_belanja
CUST0731,Laki-laki,Non-Member,Bronze,Bandung,Perabot Rumah,41.0,41.0,82.0,330.0,2.7,22551.28
CUST0732,Perempuan,Member,Bronze,Bogor,Olahraga,58.0,65.0,75.0,298.0,3.2,25059.47
CUST0733,Laki-laki,Member,Gold,Pekanbaru,Elektronik,53.0,35.0,51.0,200.0,3.7,23959.4
CUST0734,Laki-laki,Member,Bronze,Semarang,Buku,40.0,64.0,64.0,255.0,4.8,21435.0
CUST0735,Perempuan,Member,Gold,Surabaya,Perabot Rumah,,81.0,111.0,462.0,4.2,52604.78
CUST0736,Laki-laki,Member,Silver,Batam,Kecantikan,33.0,71.0,2.0,8.0,4.8,4298.73
CUST0737,Perempuan,Member,Bronze,Jakarta,Gaming,55.0,54.0,96.0,395.0,,30481.3
CUST0738,Laki-laki,Member,Silver,Tangerang,Perabot Rumah,48.0,58.0,71.0,278.0,5.0,27990.19
CUST0739,Perempuan,Member,Platinum,Palembang,Elektronik,,5.0,91.0,375.0,4.5,52847.5
CUST0740,Perempuan,Member,Bronze,Pekanbaru,Buku,33.0,21.0,85.0,355.0,3.7,25798.57
CUST0741,Laki-laki,Member,Silver,Yogyakarta,Otomotif,50.0,16.0,48.0,187.0,3.0,18110.55
CUST0742,Laki-laki,Member,Gold,Semarang,Makanan,28.0,22.0,70.0,270.0,2.5,31706.77
CUST0743,Perempuan,Non-Member,Bronze,Jakarta,Kecantikan,48.0,11.0,79.0,302.0,4.5,21229.72
CUST0744,Laki-laki,Non-Member,Gold,Semarang,Makanan,24.0,46.0,56.0,215.0,2.7,23142.5
CUST0745,Perempuan,Member,Platinum,Bekasi,Otomotif,25.0,17.0,77.0,300.0,2.7,45826.26
CUST0746,Perempuan,Non-Member,Silver,Malang,Travel,38.0,11.0,17.0,65.0,3.1,6000.73
CUST0747,Laki-laki,Member,Silver,Bekasi,Gaming,55.0,28.0,93.0,389.0,4.0,33514.0
CUST0748,Perempuan,Non-Member,Bronze,Palembang,Mainan Anak,37.0,6.0,65.0,269.0,3.1,17309.09
CUST0749,Laki-laki,Non-Member,Bronze,Tangerang,Buku,42.0,72.0,51.0,205.0,,17389.35
CUST0750,Perempuan,Non-Member,Silver,Malang,Perabot Rumah,18.0,63.0,116.0,462.0,4.1,38179.7
CUST0751,Perempuan,Member,Silver,Depok,Kesehatan,26.0,74.0,34.0,132.0,,15636.62
CUST0752,Perempuan,Non-Member,Gold,Bogor,Perabot Rumah,59.0,61.0,53.0,214.0,3.4,23869.1
CUST0753,Perempuan,Non-Member,Silver,Malang,Otomotif,54.0,23.0,10.0,40.0,3.0,4706.44
CUST0754,Laki-laki,Non-Member,Gold,Batam,Fashion,45.0,82.0,108.0,444.0,4.0,44633.28
CUST0755,Laki-laki,Member,Bronze,Jakarta,Elektronik,22.0,26.0,114.0,468.0,4.2,34200.19
CUST0756,Perempuan,Non-Member,Gold,Malang,Olahraga,22.0,40.0,57.0,231.0,3.0,23924.95
CUST0757,Perempuan,Non-Member,Bronze,Pekanbaru,Otomotif,53.0,57.0,102.0,396.0,,28837.24
CUST0758,Perempuan,Member,Silver,Bandung,Kesehatan,19.0,82.0,15.0,61.0,,9816.56
CUST0759,Laki-laki,Member,Gold,Bekasi,Elektronik,38.0,51.0,30.0,125.0,3.3,15959.28
CUST0760,Laki-laki,Member,Gold,Semarang,Perabot Rumah,46.0,17.0,39.0,159.0,2.7,17692.14
CUST0761,Laki-laki,Member,Bronze,Bogor,Buku,20.0,73.0,116.0,474.0,4.5,37413.93
CUST0762,Laki-laki,Non-Member,Gold,Pekanbaru,Travel,21.0,13.0,39.0,156.0,4.8,15361.12
CUST0763,Perempuan,Non-Member,Platinum,Jakarta,Otomotif,30.0,60.0,6.0,25.0,4.5,5628.86
CUST0764,Laki-laki,Member,Silver,Batam,Perabot Rumah,41.0,34.0,55.0,211.0,4.3,20936.7
CUST0765,Perempuan,Member,Silver,Jakarta,Buku,27.0,22.0,70.0,284.0,3.0,26148.3
CUST0766,Laki-laki,Member,Bronze,Yogyakarta,Kecantikan,45.0,26.0,48.0,184.0,4.0,15272.95
CUST0767,Laki-laki,Member,Silver,Bandung,Perabot Rumah,58.0,19.0,112.0,443.0,4.4,40729.26
CUST0768,Perempuan,Member,Gold,Surabaya,Fashion,51.0,65.0,119.0,485.0,3.9,55005.22
CUST0769,Laki-laki,Member,Bronze,Medan,Travel,58.0,,97.0,383.0,3.7,30411.12
CUST0770,Perempuan,Member,Platinum,Depok,Olahraga,59.0,83.0,76.0,299.0,2.7,48280.49
CUST0771,Laki-laki,Non-Member,Bronze,Jakarta,Kesehatan,21.0,,72.0,278.0,3.7,21073.01
CUST0772,Laki-laki,Member,Silver,Jakarta,Kesehatan,58.0,43.0,119.0,496.0,5.0,43697.63
CUST0773,Laki-laki,Member,Bronze,Bekasi,Mainan Anak,45.0,6.0,85.0,326.0,4.1,25170.29
CUST0774,Perempuan,Non-Member,Bronze,Yogyakarta,Mainan Anak,30.0,79.0,42.0,164.0,2.5,13819.91
CUST0775,Perempuan,Member,Gold,Makassar,Mainan Anak,48.0,4.0,4.0,15.0,4.7,2716.02
CUST0776,Perempuan,Member,Bronze,Pekanbaru,Otomotif,47.0,80.0,35.0,144.0,3.5,14092.33
CUST0777,Laki-laki,Member,Silver,Bogor,Olahraga,35.0,,20.0,78.0,4.3,6716.19
CUST0778,Laki-laki,Member,Bronze,Jakarta,Gaming,56.0,32.0,26.0,106.0,2.5,9696.84
CUST0779,Laki-laki,Member,Gold,Bogor,Otomotif,41.0,28.0,6.0,24.0,4.3,4419.6
CUST0780,Perempuan,Non-Member,Silver,Makassar,Travel,25.0,21.0,34.0,139.0,3.5,11807.39
CUST0781,Laki-laki,Member,Silver,Medan,Travel,46.0,0.0,67.0,271.0,5.0,23361.04
CUST0782,Perempuan,Non-Member,Gold,Medan,Olahraga,,70.0,20.0,80.0,4.1,11398.23
CUST0783,Laki-laki,Member,Bronze,Bandung,Olahraga,55.0,49.0,96.0,371.0,3.5,30598.77
CUST0784,Laki-laki,Member,Silver,Bekasi,Kecantikan,34.0,16.0,86.0,350.0,4.1,31136.17
CUST0785,Perempuan,Member,Bronze,Malang,Otomotif,38.0,71.0,80.0,314.0,2.8,26998.03
CUST0786,Perempuan,Non-Member,Bronze,Depok,Mainan Anak,58.0,40.0,115.0,469.0,4.5,31470.08
CUST0787,Laki-laki,Member,Bronze,Bandung,Elektronik,28.0,15.0,34.0,140.0,3.2,10520.91
CUST0788,Perempuan,Non-Member,Platinum,Surabaya,Elektronik,52.0,12.0,67.0,261.0,4.4,34766.13
CUST0789,Perempuan,Member,Bronze,Makassar,Travel,41.0,12.0,80.0,328.0,2.8,24546.7
CUST0790,Laki-laki,Non-Member,Gold,Tangerang,Olahraga,49.0,44.0,14.0,58.0,4.4,8095.95
CUST0791,Perempuan,Non-Member,Gold,Semarang,Perabot Rumah,,20.0,23.0,92.0,3.8,10209.13
CUST0792,Perempuan,Member,Bronze,Batam,Elektronik,50.0,46.0,94.0,369.0,,29736.59
CUST0793,Laki-laki,Non-Member,Silver,Yogyakarta,Buku,25.0,0.0,97.0,403.0,4.9,29084.3
CUST0794,Laki-laki,Member,Silver,Pekanbaru,Perabot Rumah,37.0,64.0,52.0,213.0,3.6,21450.84
CUST0795,Perempuan,Non-Member,Platinum,Semarang,Buku,47.0,2.0,7.0,28.0,4.2,4248.75
CUST0796,Perempuan,Member,Bronze,Palembang,Otomotif,51.0,26.0,58.0,229.0,2.7,18383.88
CUST0797,Perempuan,Non-Member,Gold,Jakarta,Mainan Anak,36.0,62.0,107.0,440.0,3.8,43533.54
CUST0798,Perempuan,Member,Bronze,Malang,Mainan Anak,29.0,,105.0,440.0,4.0,34469.05
CUST0799,Perempuan,Member,Bronze,Pekanbaru,Fashion,26.0,12.0,75.0,309.0,,22551.11
CUST0800,Laki-laki,Member,Platinum,Makassar,Buku,51.0,5.0,6.0,25.0,3.0,133357.0
